,id,is_closed,name,image_url,url,mobile_url,phone,display_phone,review_count,categories,rating,snippet_text,location_address,location_display_address,location_city,location_state_code,location_postal_code,location_country_code,location_cross_streets,location_neighborhoods,location_coordinate,location_latitude,location_longitude
2118,neighbors-corner-san-francisco-2,False,Neighbor's Corner,https://s3-media1.fl.yelpcdn.com/bphoto/RXBcqpghxjdLYUeorvUmNA/ms.jpg,https://www.yelp.com/biz/neighbors-corner-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/neighbors-corner-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4159930499,+1-415-993-0499,35.0,"[[Coffee & Tea, coffee], [Bakeries, bakeries]]",4.5,"Yelp Review

1. Staff Friendliness: 5
2. Staff Knowledge: 5
3. Staff Efficiency: 5
4. Transaction Time: 5
5. Order Wait Time: 5
6. Register Counter...",[499 Douglass St],"[499 Douglass St, Castro, San Francisco, CA 94114]",San Francisco,CA,94114,US,Romain St & 21st St,[Castro],"{u'latitude': 37.7555659, u'longitude': -122.4386706}",37.7555659,-122.4386706
2119,jeffrey-goffo-construction-san-francisco,False,Jeffrey Goffo Construction,https://s3-media4.fl.yelpcdn.com/bphoto/67TcpbGjIS4fD4lmDRZVdg/ms.jpg,https://www.yelp.com/biz/jeffrey-goffo-construction-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/jeffrey-goffo-construction-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158210407,+1-415-821-0407,23.0,"[[Contractors, contractors], [Real Estate Services, realestatesvcs]]",5.0,This is a review for the initial contact with Goffo only. We are a TIC building that was looking for a contractor to work with for our condo conversion. Our...,[738 Elizabeth St],"[738 Elizabeth St, Noe Valley, San Francisco, CA 94114]",San Francisco,CA,94114,US,Diamond St & Douglass St,[Noe Valley],"{u'latitude': 37.75215, u'longitude': -122.43727}",37.75215,-122.43727
2120,the-dubliner-san-francisco-2,False,The Dubliner,https://s3-media4.fl.yelpcdn.com/bphoto/SwFwKKvWog_oCfc3aFoS0A/ms.jpg,https://www.yelp.com/biz/the-dubliner-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-dubliner-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158262279,+1-415-826-2279,134.0,"[[Pubs, pubs], [Sports Bars, sportsbars]]",4.0,"Easy bar. Clean and excellent service from Mary the bartender. 

They offer snacks but no bar food.",[3838 24th St],"[3838 24th St, Noe Valley, San Francisco, CA 94114]",San Francisco,CA,94114,US,Vicksburg St & Church St,[Noe Valley],"{u'latitude': 37.75183, u'longitude': -122.42832}",37.75183,-122.42832
2121,san-francisco-live-arts-san-francisco,False,San Francisco Live Arts,,https://www.yelp.com/biz/san-francisco-live-arts-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/san-francisco-live-arts-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154545238,+1-415-454-5238,2.0,"[[Music Venues, musicvenues]]",4.0,SL Live Arts at Cyprian's used to be the Noe Valley Music Series.  This nonprofit has been active in the city for many years bringing an excellent array of...,[1021 Sanchez St],"[1021 Sanchez St, Noe Valley, San Francisco, CA 94114]",San Francisco,CA,94114,US,Elizabeth St & 23rd St,[Noe Valley],"{u'latitude': 37.75282, u'longitude': -122.42959}",37.75282,-122.42959
2122,kim-kuzma-local-singer-san-francisco,False,Kim Kuzma - local singer,,https://www.yelp.com/biz/kim-kuzma-local-singer-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/kim-kuzma-local-singer-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,1.0,"[[Performing Arts, theater]]",5.0,"If you ever get the chance to hear Kim Kuzma sing, JUMP on it! I first heard her in Puerto Vallarta over Thanksgiving at a bar, we went back every night!...",[],"[Noe Valley, San Francisco, CA 94114]",San Francisco,CA,94114,US,,[Noe Valley],"{u'latitude': 37.75832, u'longitude': -122.43798}",37.75832,-122.43798
2123,lone-palm-san-francisco,False,Lone Palm,https://s3-media1.fl.yelpcdn.com/bphoto/kquvTeCskkK_YSw1OMdfug/ms.jpg,https://www.yelp.com/biz/lone-palm-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/lone-palm-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156480109,+1-415-648-0109,378.0,"[[Bars, bars]]",4.0,"A ""classic"" San Francisco dive bar. 

I got my start in cocktails drinking Maker's Mark Manhattans at Lone Palm many, many moons ago. I was thrilled to see...",[3394 22nd St],"[3394 22nd St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Guerrero St & San Jose Ave,[Mission],"{u'latitude': 37.75539, u'longitude': -122.42292}",37.75539,-122.42292
2124,beretta-san-francisco,False,Beretta,https://s3-media1.fl.yelpcdn.com/bphoto/Au1vrkX9VqUtKfzI3QMkdA/ms.jpg,https://www.yelp.com/biz/beretta-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/beretta-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156951199,+1-415-695-1199,2942.0,"[[Italian, italian], [Bars, bars], [Pizza, pizza]]",4.0,Laverne N. and I grabbed a quick bite to eat here after a day of drinking nearby. The wait time was very minimal - maybe around 10 minutes on a weekend....,[1199 Valencia St],"[1199 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,22nd St & 23rd St,[Mission],"{u'latitude': 37.753868, u'longitude': -122.420636}",37.753868,-122.420636
2125,latin-american-club-san-francisco,False,Latin American Club,https://s3-media4.fl.yelpcdn.com/bphoto/MjSiEcsQQB7CInVKvaq1wg/ms.jpg,https://www.yelp.com/biz/latin-american-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/latin-american-club-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156472732,+1-415-647-2732,445.0,"[[Bars, bars]]",4.0,This is the kind of bar you go to when you want to get blitzed and wake up the next morning next to a monkey blow-up doll. I am convinced they are trying to...,[3286 22nd St],"[3286 22nd St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Bartlett St & Valencia St,[Mission],"{u'latitude': 37.7554710715, u'longitude': -122.420510756}",37.7554710715,-122.420510756
2126,the-liberties-san-francisco,False,The Liberties,https://s3-media4.fl.yelpcdn.com/bphoto/G5B0QCQBBAfuD3ODKt-A4Q/ms.jpg,https://www.yelp.com/biz/the-liberties-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-liberties-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152826789,+1-415-282-6789,282.0,"[[Pubs, pubs], [Comfort Food, comfortfood]]",3.0,I have been to The Liberties a few times since moving to Noe Valley for both food and drinks. This review is mostly for food based on my experience last...,[998 Guerrero St],"[998 Guerrero St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Hill St & 22nd St,[Mission],"{u'latitude': 37.7550561063, u'longitude': -122.42337909}",37.7550561063,-122.42337909
2127,radio-habana-social-club-san-francisco-3,False,Radio Habana Social Club,https://s3-media1.fl.yelpcdn.com/bphoto/whYQRUXvHZOiX_oBLgnJHQ/ms.jpg,https://www.yelp.com/biz/radio-habana-social-club-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/radio-habana-social-club-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158247659,+1-415-824-7659,185.0,"[[Nightlife, nightlife], [Cuban, cuban]]",4.0,"First impression felt like walking in to someone's living room with lots of dolls/parts of dolls hanging off objects.. A sociopaths dinner party? 

Would...",[1109 Valencia St],"[1109 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,22nd St & 23rd St,[Mission],"{u'latitude': 37.75515, u'longitude': -122.42065}",37.75515,-122.42065
2128,fiore-caffè-san-francisco-2,False,Fiore Caffè,https://s3-media2.fl.yelpcdn.com/bphoto/tPtuZ5qy_HvVhjQGTx37sQ/ms.jpg,https://www.yelp.com/biz/fiore-caff%C3%A8-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/fiore-caff%C3%A8-san-francisco-2?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156424822,+1-415-642-4822,257.0,"[[Italian, italian], [Breakfast & Brunch, breakfast_brunch], [Wine Bars, wine_bars]]",4.0,"A delightful find for dinner, that made us happy 'plan a' fell through.

We left our first choice for dinner (not to be named), after it was clear the...",[3599 24th St],"[3599 24th St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Guerrero St & San Jose Ave,[Mission],"{u'latitude': 37.7518654, u'longitude': -122.4226837}",37.7518654,-122.4226837
2129,garçon-san-francisco-3,False,Garçon,https://s3-media1.fl.yelpcdn.com/bphoto/fpAfAEUBmNw8_w_PiuehwA/ms.jpg,https://www.yelp.com/biz/gar%C3%A7on-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/gar%C3%A7on-san-francisco-3?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4154018959,+1-415-401-8959,746.0,"[[French, french]]",4.0,I can't even begin to describe how awesome our experience here was. We totally stumbled upon this place by just walking around the neighborhood with our...,[1101 Valencia St],"[1101 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,22nd St & 23rd St,[Mission],"{u'latitude': 37.7551632, u'longitude': -122.4207784}",37.7551632,-122.4207784
2130,hoffmanns-grill-and-rotisserie-san-francisco,False,Hoffmann's Grill & Rotisserie,https://s3-media1.fl.yelpcdn.com/bphoto/PTgoDWykx5yC42JzNSAUdQ/ms.jpg,https://www.yelp.com/biz/hoffmanns-grill-and-rotisserie-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/hoffmanns-grill-and-rotisserie-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4153747479,+1-415-374-7479,135.0,"[[American (New), newamerican]]",4.5,"Nice comfort food restaurant

Came here early, avoided lines

Wonderful bread

Shared whole rotisserie chicken served with potatoes and onions, followed by...",[1000 Guerrero St],"[1000 Guerrero St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Alvarado St & 22nd St,[Mission],"{u'latitude': 37.7549706, u'longitude': -122.4235001}",37.7549706,-122.4235001
2131,aster-san-francisco,False,Aster,https://s3-media3.fl.yelpcdn.com/bphoto/Y2lV5SYDHjl-rWJAmP06QQ/ms.jpg,https://www.yelp.com/biz/aster-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/aster-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158759810,+1-415-875-9810,192.0,"[[American (New), newamerican], [Breakfast & Brunch, breakfast_brunch], [Beer, Wine & Spirits, beer_and_wine]]",4.0,"Each course challenged the taste buds in this trendy, low light sexy setting.  Like a 7 series Beamer with dark tinted windows, you want to peel back the...",[1001 Guerrero St],"[1001 Guerrero St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Alvarado St & 22nd St,[Mission],"{u'latitude': 37.7550548167, u'longitude': -122.423005502}",37.7550548167,-122.423005502
2132,esperpento-san-francisco,False,Esperpento,https://s3-media3.fl.yelpcdn.com/bphoto/qeQXUHYg_HwOA0wkqj7nuQ/ms.jpg,https://www.yelp.com/biz/esperpento-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/esperpento-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152828867,+1-415-282-8867,1222.0,"[[Spanish, spanish], [Tapas Bars, tapas]]",3.5,"The anchovies-filled olives were a-mazing. As in the best olives I've had since I stayed with my brother when he lived in Spain. 
And the thing about olives...",[3295 22nd St],"[3295 22nd St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Bartlett St & Valencia St,[Mission],"{u'latitude': 37.7552226241, u'longitude': -122.42073914}",37.7552226241,-122.42073914
2133,big-mouth-burgers-san-francisco,False,Big Mouth Burgers,https://s3-media4.fl.yelpcdn.com/bphoto/tSIhKVD3nvKqybUpzSPQdQ/ms.jpg,https://www.yelp.com/biz/big-mouth-burgers-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/big-mouth-burgers-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158214821,+1-415-821-4821,486.0,"[[Burgers, burgers]]",3.5,"I loved it, the fries where well season very strong garlic  at least that's the way i like it,

I've had the regular burgers which is meh, a burger is going...",[3392 24th St],"[3392 24th St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Orange Aly & Valencia St,[Mission],"{u'latitude': 37.7522508175, u'longitude': -122.42045136}",37.7522508175,-122.42045136
2134,the-blue-fig-san-francisco,False,The Blue Fig,https://s3-media1.fl.yelpcdn.com/bphoto/I48wmLm-vhtziRKrv8uyTA/ms.jpg,https://www.yelp.com/biz/the-blue-fig-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-blue-fig-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158759622,+1-415-875-9622,343.0,"[[Coffee & Tea, coffee], [Breakfast & Brunch, breakfast_brunch]]",3.5,"A very nice,  local find.  The outside sign and decor give hints to a very unique experience, which really rounds it off with the awesome outside seating...",[990 Valencia St],"[990 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Liberty St & 21st St,[Mission],"{u'latitude': 37.7571487, u'longitude': -122.4214706}",37.7571487,-122.4214706
2135,the-crepe-house-iii-san-francisco,False,The Crepe House III,https://s3-media4.fl.yelpcdn.com/bphoto/i3UdbW0MSVt6TrsYdDJxRw/ms.jpg,https://www.yelp.com/biz/the-crepe-house-iii-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-crepe-house-iii-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152852423,+1-415-285-2423,286.0,"[[Creperies, creperies], [Breakfast & Brunch, breakfast_brunch]]",3.5,This is a decent place with good food. I was seated promptly and my food arrived quicker than I thought it would. I recommend that anyone who likes crepes...,[1132 Valencia St],"[1132 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,22nd St & 23rd St,[Mission],"{u'latitude': 37.75468, u'longitude': -122.4212}",37.75468,-122.4212
2136,the-marsh-san-francisco,False,The Marsh,https://s3-media1.fl.yelpcdn.com/bphoto/-2jkXpfv-PttWJnsKyuEpw/ms.jpg,https://www.yelp.com/biz/the-marsh-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-marsh-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156410235,+1-415-641-0235,87.0,"[[Performing Arts, theater], [Venues & Event Spaces, venues]]",4.5,What a local treasure this place is! Such support for artists and always thought provoking works...and reasonably priced & well located in the Mission (&...,[1062 Valencia St],"[1062 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Hill St & 22nd St,[Mission],"{u'latitude': 37.75578, u'longitude': -122.42121}",37.75578,-122.42121
2137,artists-television-access-san-francisco,False,Artists 'Television Access,https://s3-media1.fl.yelpcdn.com/bphoto/UVsz563zZpuwcY5pZyB6eA/ms.jpg,https://www.yelp.com/biz/artists-television-access-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/artists-television-access-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158243890,+1-415-824-3890,25.0,"[[Cinema, movietheaters]]",4.5,"Its not for kids.

Its for adults who make movies (not adult movies) and who then can show them in a private theatre.",[992 Valencia St],"[992 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,21st St & Liberty St,[Mission],"{u'latitude': 37.7570302995, u'longitude': -122.42149192}",37.7570302995,-122.42149192
2138,beyond-canvas-san-francisco,False,Beyond Canvas,https://s3-media3.fl.yelpcdn.com/bphoto/JB80xRSmJNj1AULIChwhAg/ms.jpg,https://www.yelp.com/biz/beyond-canvas-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/beyond-canvas-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152865503,+1-415-286-5503,40.0,"[[Art Classes, artclasses], [Paint & Sip, paintandsip]]",5.0,This place is a lot of fun. I know little to nothing about painting and came here for a company offsite and ended up leaving with a painting that others...,[],"[Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,,[Mission],"{u'latitude': 37.756553, u'longitude': -122.42095}",37.756553,-122.42095
2139,basement-comedy-night-the-people-under-the-stairs-san-francisco,False,Basement Comedy Night: The People Under the Stairs,https://s3-media1.fl.yelpcdn.com/bphoto/k3s5RzR65Px2OhoeRep1KQ/ms.jpg,https://www.yelp.com/biz/basement-comedy-night-the-people-under-the-stairs-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/basement-comedy-night-the-people-under-the-stairs-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152598314,+1-415-259-8314,1.0,"[[Comedy Clubs, comedyclubs]]",5.0,"Very unique and different place, they are literally in a basement from an antique store, the bathroom is just another thing and when I say that I really...",[1034 Valencia St],"[1034 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,21st St & Hill St,[Mission],"{u'latitude': 37.75634, u'longitude': -122.42136}",37.75634,-122.42136
2140,the-marshs-mock-cafe-san-francisco,False,The Marsh's Mock Cafe,,https://www.yelp.com/biz/the-marshs-mock-cafe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/the-marshs-mock-cafe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158265750,+1-415-826-5750,5.0,"[[Comedy Clubs, comedyclubs], [Cafes, cafes]]",3.5,"5 stars for the cafe only.
Staff is friendly and fun.

Quiet place to do what you do in a coffee shop(read a book, talk with friends, chill with locals, do...",[1074 Valencia Street],"[1074 Valencia Street, Mission, San Francisco, CA 94109]",San Francisco,CA,94109,US,,[Mission],"{u'latitude': 37.75578, u'longitude': -122.4213}",37.75578,-122.4213
2141,adda-clevenger-school-san-francisco,False,Adda Clevenger School,https://s3-media3.fl.yelpcdn.com/bphoto/iUsKfVpPdlQ2sc_Z_Wft-w/ms.jpg,https://www.yelp.com/biz/adda-clevenger-school-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/adda-clevenger-school-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4158242240,+1-415-824-2240,19.0,"[[Performing Arts, theater], [Middle Schools & High Schools, highschools], [Elementary Schools, elementaryschools]]",4.5,"Before choosing a kindergarten for our son, we toured all the public and private schools in the area. Anyone who has done this knows how much time and...",[180 Fair Oaks St],"[180 Fair Oaks St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,22nd St & 23rd St,[Mission],"{u'latitude': 37.7536802, u'longitude': -122.4241607}",37.7536802,-122.4241607
2142,love-and-luxe-san-francisco,False,Love & Luxe,https://s3-media2.fl.yelpcdn.com/bphoto/5We83cVoMKg8KtYblHXUlw/ms.jpg,https://www.yelp.com/biz/love-and-luxe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/love-and-luxe-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4156487781,+1-415-648-7781,16.0,"[[Jewelry, jewelry], [Art Galleries, galleries]]",5.0,"A heaven for jewelery lovers. Lots of designer work; some are very minimalist (my favorite style), but still very expensive (from a european point of view)....",[1169 Valencia St],"[1169 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,22nd St & 23rd St,[Mission],"{u'latitude': 37.75428, u'longitude': -122.4205}",37.75428,-122.4205
2143,lit-slam-san-francisco,False,Lit Slam,,https://www.yelp.com/biz/lit-slam-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/lit-slam-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,,,2.0,"[[Performing Arts, theater]]",4.5,"Walking the dark, frigid(ish) street of Valencia at 8pm on a Monday sounds like a lonely night for a hipster. Thankfully, I'm no hipster. I knew where I was...",[998 Valencia St],"[998 Valencia St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,21st St & Liberty St,[Mission],"{u'latitude': 37.7570381, u'longitude': -122.4214325}",37.7570381,-122.4214325
2144,24th-street-bar-san-francisco,False,24th Street Bar,https://s3-media4.fl.yelpcdn.com/bphoto/aXC9bqY6fBJDfyldEo4pPg/ms.jpg,https://www.yelp.com/biz/24th-street-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,https://m.yelp.com/biz/24th-street-bar-san-francisco?adjust_creative=SD5ybcet2QSwWXz2N7M5lw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=SD5ybcet2QSwWXz2N7M5lw,4152822440,+1-415-282-2440,39.0,"[[Cocktail Bars, cocktailbars]]",4.5,"If you ever find yourself in this side of town, don't hesitate to hit this spot. Past couple of times I overlooked this place being unfamiliar with the...",[3336 24th St],"[3336 24th St, Mission, San Francisco, CA 94110]",San Francisco,CA,94110,US,Bartlett St & Osage St,[Mission],"{u'latitude': 37.7523726, u'longitude': -122.4192638}",37.7523726,-122.4192638
